epoch,train_acc_sst,train_acc_para,train_acc_sts,train_acc,dev_acc_sst,dev_acc_para,dev_acc_sts,dev_acc
0,0.40426029962546817,0.6861439737664137,0.3669857692768788,0.4857966808895869,0.3923705722070845,0.6827132396596082,0.28426211273906404,0.453115308201919
1,0.49215823970037453,0.7094305219861765,0.3773793409375244,0.5263227008746918,0.4196185286103542,0.7037403522659806,0.2951483576177609,0.4728357461646986
2,0.7704822097378277,0.731876068919702,0.4983503319256892,0.6669028701944063,0.5113533151680291,0.7230852958638433,0.3311216769938082,0.5218534293418935
3,0.8067649812734082,0.7384344655048128,0.6287296318790487,0.7246430262190899,0.4786557674841054,0.7304571541658421,0.38378641552896603,0.5309664457263045
4,0.889630149812734,0.7333601888365914,0.6861422989620987,0.769710879203808,0.5004541326067211,0.7259548782901247,0.42823107776421454,0.5515466962203535
5,0.9266151685393258,0.7465052509576107,0.7349628268625563,0.8026944154531642,0.485921889191644,0.7308529586384326,0.42619673533945956,0.5476571943898454
6,0.8405898876404494,0.7538834471158603,0.784238625810451,0.7929039868555868,0.48501362397820164,0.7389669503265387,0.4401409220139234,0.5547071654395546
7,0.9411282771535581,0.7592404132920607,0.8257282628211619,0.8420323177555935,0.4904632152588556,0.7411438749257867,0.4152904478720555,0.5489658460188993
8,0.9675795880149812,0.7680956621295001,0.8403255571165021,0.8586669357536612,0.4950045413260672,0.7463388086285375,0.4111007387930277,0.5508146962492108
9,0.9709737827715356,0.7671345178023717,0.8454994709239072,0.8612025904992716,0.4913714804722979,0.7477241242826044,0.44568308190991585,0.5615928955549393
